Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
CQQQ,Invesco China Technology ETF,Equity,"$1,319,590,000","196,969",$82.33,false,false,false,false,4.55%,6.51%,57.33%,57.33%,37.07%,137.47%,$0.0,$43.0041,$0.0,$430.2515,$647.1583,$925.2141,China Equities,2009-12-08,0.70%,$0.39,2020-12-21,$0.39,0.48%,Annually,10.37%,39.58,0.94,57.50%,22.04%,23.70%,23.84%,Invesco,101,60.16%,69.21%,92.50%,35%,15%,1099,$76.36,$81.48,$81.68,$83.01,61.65,A,B-,C+,C,B-,B+,B-,3.67,10.66%,8.29%,75.37,0.00%,5.30%
TDIV,First Trust NASDAQ Technology Dividend Index Fund,Equity,"$1,354,450,000","80,289",$49.47,false,false,true,false,1.12%,2.64%,17.54%,17.54%,51.66%,118.82%,$0.0,$0.14157,$0.0,$58.749205,$156.079619,$309.292796,Technology Equities,2012-08-14,0.50%,$1.03,2020-12-24,$0.40,2.09%,Quarterly,3.94%,19.65,1.00,63.02%,9.45%,17.50%,18.94%,First Trust,81,58.94%,68.62%,97.16%,35%,15%,1099,$48.17,$49.49,$49.20,$49.61,66.55,B+,B,C,B+,B+,A+,B+,6.59,88.89%,72.59%,39.86,1.68%,2.77%
RWR,SPDR Dow Jones REIT ETF,Real Estate,"$1,345,400,000","144,118",$86.70,false,false,false,false,1.57%,1.26%,-11.40%,-11.40%,3.86%,13.37%,-$2.141625,$26.444329,$0.0,-$791.503978,"-$1,243.286309","-$1,704.522943",Real Estate,2001-04-23,0.25%,$4.38,2020-12-21,$1.29,5.10%,Quarterly,9.71%,31.97,0.86,319.29%,18.04%,25.51%,24.72%,State Street SPDR,116,40.03%,50.42%,84.31%,35%,15%,1099,$84.17,$87.15,$85.60,$87.33,56.94,A-,A-,B,B,B+,B+,A-,2.83,14.12%,2.84%,98.4,0.00%,15.03%
FXD,First Trust Consumer Discretionary AlphaDEX Fund,Equity,"$1,321,180,000","86,977",$50.88,false,false,true,false,-0.45%,3.80%,12.97%,12.97%,24.06%,55.01%,$0.0,$2.5119,$0.0,$736.38045,$550.8563,"-$1,441.027051",Consumer Discretionary Equities,2007-05-08,0.64%,$0.22,2020-12-24,$0.05,0.42%,Quarterly,6.66%,22.22,1.44,12.64%,9.82%,16.96%,17.87%,First Trust,117,18.34%,25.44%,65.36%,35%,15%,1099,$48.51,$51.72,$50.70,$51.07,67.23,A,B-,A,B+,A-,B-,A-,4.35,26.19%,16.44%,59.3,1.65%,4.25%
EDV,Vanguard Ext Duration Treasury ETF,Bond,"$1,328,450,000","239,922",$152.30,false,false,false,false,0.14%,0.12%,23.59%,23.59%,41.68%,59.92%,-$11.36475,-$46.755,$0.0,$86.819,$433.40175,$671.62125,Government Bonds,2007-12-06,0.07%,$8.44,2020-12-23,$6.11,5.56%,Quarterly,10.48%,N/A,-0.36,76.90%,12.10%,17.10%,15.85%,Vanguard,76,20.83%,29.40%,77.69%,35%,15%,1099,$149.89,$153.55,$152.01,$152.76,48.73,B,B,A,C,A-,A+,A-,6.58,90.62%,72.24%,0.0,0.00%,0.00%
SLY,SPDR S&P 600 Small Cap ETF,Equity,"$1,317,710,000","67,391",$79.54,false,false,false,false,-0.23%,5.88%,11.44%,11.44%,24.88%,70.23%,-$9.958219,$13.699337,$0.0,-$123.822178,$276.155597,$552.488694,Small Cap Blend Equities,2005-11-15,0.15%,$1.19,2020-12-21,$0.34,1.50%,Quarterly,8.91%,18.5,1.29,107.50%,15.68%,25.46%,23.19%,State Street SPDR,602,6.05%,8.48%,22.24%,35%,15%,1099,$75.73,$80.70,$78.97,$79.95,65.73,A-,A,C,B,B+,B,B+,4.11,18.56%,12.67%,96.73,3.30%,5.18%
PPLT,Aberdeen Standard Platinum Shares ETF,Commodity,"$1,293,540,000","162,597",$100.73,false,false,false,false,4.64%,3.54%,10.78%,10.78%,13.86%,20.26%,$0.0,$32.40685,$0.0,$449.2098,$546.18095,$696.4863,Precious Metals,2010-01-06,0.60%,$0.00,N/A,N/A,0.00%,N/A,8.79%,N/A,0.82,114.70%,28.61%,29.22%,32.03%,Aberdeen Standard Investments,1,100.00%,100.00%,100.00%,35%,28%,1099,$93.20,$100.54,$100.17,$101.22,64.6,B+,C+,A,A,A-,C,B+,N/A,N/A,N/A,N/A,N/A,N/A
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Bond,"$1,325,340,000","151,542",$26.09,false,false,false,false,0.16%,0.98%,6.84%,6.84%,13.26%,17.22%,-$1.3018,-$7.807675,$0.0,$92.04504,-$792.317935,-$605.503085,Inflation-Protected Bonds,2011-09-19,0.18%,$0.30,2020-12-18,$0.01,1.15%,Monthly,0.60%,N/A,0.06,26.45%,1.07%,1.31%,1.53%,FlexShares,22,63.49%,81.69%,100.01%,35%,15%,1099,$25.84,$26.12,$26.06,$26.12,77.46,A-,B+,B-,A-,B,B,C+,6.58,88.31%,72.24%,0.0,0.00%,0.00%
KBWB,Invesco KBW Bank ETF,Equity,"$1,315,400,000","878,606",$50.38,false,false,true,false,1.82%,4.35%,-10.46%,-10.46%,-0.58%,49.22%,$15.3329,$101.54771,$0.0,$662.76243,$259.61848,$550.93263,Financials Equities,2011-11-01,0.35%,$1.32,2020-12-21,$0.33,2.66%,Quarterly,6.89%,12.42,1.45,420.68%,18.09%,41.88%,36.20%,Invesco,25,60.97%,79.94%,100.01%,35%,15%,1099,$47.64,$50.06,$49.77,$50.70,63.31,A-,A-,A-,B-,C+,C,C,6.53,45.15%,70.48%,7.95,0.00%,0.83%
FTSL,First Trust Senior Loan Exchange-Traded Fund,Bond,"$1,315,300,000","162,782",$47.59,false,false,false,false,0.46%,1.28%,2.98%,2.98%,11.92%,22.94%,$0.0,$0.0,$0.0,-$311.6666,$47.8349,$959.32025,High Yield Bonds,2013-05-01,0.87%,$1.66,2020-12-24,$0.15,3.48%,Monthly,2.01%,N/A,0.34,83.53%,2.11%,3.55%,3.94%,First Trust,129,33.90%,43.04%,79.85%,35%,15%,1099,$46.87,$47.53,$47.46,$47.69,74.1,A-,C,A-,A-,B+,C+,A-,N/A,N/A,N/A,N/A,N/A,N/A
EWW,iShares MSCI Mexico ETF,Equity,"$1,306,500,000","2,816,289",$42.99,false,false,false,false,1.77%,1.13%,-3.06%,-3.06%,-6.73%,-4.09%,$34.59728,$81.69887,$0.0,$295.59413,$239.19421,$66.218136,Latin America Equities,1996-03-12,0.49%,$0.62,2020-12-30,$0.14,1.41%,Semi-Annually,6.10%,15.06,0.97,38.49%,22.95%,26.80%,26.33%,iShares,50,62.37%,71.81%,99.98%,35%,15%,1099,$41.11,$43.58,$42.67,$43.55,60.99,A,A+,A+,B,A,C,B+,4.55,72.86%,23.84%,320.11,1.02%,5.65%
UVXY,ProShares Ultra VIX Short-Term Futures,Volatility,"$1,381,800,000","39,948,832",$10.65,false,1.5x,false,false,-1.02%,-6.17%,-17.38%,-17.38%,-79.14%,-99.92%,$87.494171,$116.417987,$0.0,"$1,569.241347","$2,269.664199","$5,478.800912",Leveraged Volatility,2011-10-03,1.65%,$0.00,N/A,N/A,0.00%,N/A,17.12%,N/A,-5.87,255.67%,73.98%,95.50%,88.56%,ProShares,1,100.00%,100.00%,100.00%,23%,23%,K-1,$10.23,$12.25,$10.36,$10.93,40.27,A,B,C,C,B-,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A
PHO,Invesco Water Resources ETF,Equity,"$1,296,220,000","62,612",$46.45,false,false,false,false,1.07%,3.80%,20.82%,20.82%,55.58%,117.84%,$3.6786,$16.56124,$0.0,-$9.96748,$41.17327,-$32.58098,Water Equities ,2005-12-06,0.60%,$0.18,2020-12-21,$0.05,0.39%,Quarterly,4.19%,30.4,0.89,239.69%,11.77%,17.44%,16.90%,Invesco,37,59.47%,77.74%,100.00%,35%,15%,1099,$44.81,$46.40,$46.04,$46.69,63.25,A+,A-,A-,A-,A-,B+,B+,7.02,0.00%,82.07%,72.21,0.00%,16.27%
REM,iShares Mortgage Real Estate ETF,Real Estate,"$1,293,240,000","592,808",$31.86,false,false,false,false,0.66%,4.01%,-19.99%,-19.99%,-5.92%,35.51%,-$6.320225,$2.73827,$0.0,$211.00555,$506.97,$676.063512,Real Estate,2007-05-04,0.48%,$2.46,2020-12-14,$0.53,7.78%,Quarterly,7.22%,6.7,1.38,499.84%,15.94%,27.33%,25.71%,iShares,36,68.76%,82.09%,99.98%,35%,15%,1099,$30.53,$31.99,N/A,N/A,63.88,A-,B,A,A+,A,A+,B,1.73,2.94%,0.60%,9.44,0.00%,1.02%
XHB,SPDR S&P Homebuilders ETF,Equity,"$1,290,670,000","2,691,540",$57.64,false,false,false,false,-2.91%,1.50%,27.97%,27.97%,34.30%,74.84%,-$5.813883,-$171.89573,$0.0,$326.196865,-$118.673742,-$851.705203,Building & Construction ,2006-02-06,0.35%,$0.42,2020-12-21,$0.12,0.73%,Quarterly,8.78%,16.64,1.44,338.18%,16.67%,26.01%,24.36%,State Street SPDR,36,41.56%,61.04%,99.99%,35%,15%,1099,$55.67,$59.81,$57.28,$58.05,52.28,A+,A+,A+,A-,A+,A+,A,6.76,84.92%,77.15%,68.49,0.00%,9.23%
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,Equity,"$1,281,110,000","177,843",$71.50,false,false,false,false,1.10%,4.12%,49.50%,49.50%,88.84%,145.57%,$7.12953,$42.13815,$0.0,$151.654565,$477.631495,$455.085135,Consumer Discretionary Equities,2013-10-21,0.08%,$0.42,2020-12-18,$0.10,0.59%,Quarterly,9.77%,35.44,1.26,119.30%,9.99%,18.92%,21.59%,Fidelity,274,57.14%,62.89%,79.90%,35%,15%,1099,$67.89,$72.09,$71.24,$71.68,66.64,N/A,A+,N/A,N/A,N/A,B,N/A,5.58,51.59%,41.68%,43.06,2.69%,10.42%
GNR,SPDR S&P Global Natural Resources ETF,Equity,"$1,269,880,000","155,937",$44.78,false,false,false,false,-0.04%,2.72%,-0.04%,-0.04%,1.08%,61.42%,$0.0,$46.963424,$0.0,$110.005977,$11.194168,$515.432788,Commodity Producers Equities,2010-09-13,0.40%,$1.25,2020-12-18,$0.76,2.75%,Semi-Annually,4.40%,18.51,1.12,130.58%,16.59%,24.48%,22.36%,State Street SPDR,98,32.97%,41.97%,80.39%,35%,15%,1099,$43.94,$45.60,$44.65,$44.98,60.71,A-,A,B,A-,A,A-,A-,6.32,78.38%,64.56%,493.12,8.64%,3.53%
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Equity,"$1,340,170,000","47,434",$78.78,false,false,false,false,-1.07%,5.09%,N/A,N/A,N/A,N/A,$0.0,$156.30075,$0.0,"$1,156.6265","$1,156.6265","$1,156.6265",Small Cap Growth Equities,2020-04-14,0.07%,$0.53,2020-12-22,$0.25,0.68%,N/A,N/A,22.34,1.27,18.49%,12.39%,17.86%,17.83%,J.P. Morgan,556,6.40%,9.14%,24.19%,39%,20%,1099,$75.09,$80.35,$78.78,$78.78,66.87,N/A,A,N/A,N/A,N/A,C+,N/A,4.48,38.90%,22.46%,107.88,5.01%,6.83%
WCLD,WisdomTree Cloud Computing Fund,Equity,"$1,257,770,000","469,171",$53.58,false,false,false,false,-4.32%,9.32%,109.71%,109.71%,N/A,N/A,$12.241215,$133.444793,$0.0,$925.772733,$936.719103,$936.719103,All Cap Equities,2019-09-06,0.45%,$0.00,N/A,N/A,0.00%,N/A,8.94%,N/A,1.16,39.22%,27.83%,33.90%,34.95%,WisdomTree,55,23.63%,33.97%,93.89%,39%,20%,1099,$47.66,$57.71,$53.23,$53.97,60.51,A,B,N/A,A,B+,C,N/A,4.34,27.66%,16.33%,11.58,0.00%,1.08%
XAR,SPDR S&P Aerospace & Defense ETF,Equity,"$1,247,820,000","97,671",$114.74,false,false,false,false,1.23%,2.29%,6.17%,6.17%,41.16%,126.51%,-$2.823123,-$13.57651,$0.0,-$445.82468,$50.801517,$733.574015,Industrials Equities,2011-09-28,0.35%,$0.84,2020-12-21,$0.10,0.74%,Quarterly,13.64%,27.13,1.23,336.58%,18.66%,32.04%,28.11%,State Street SPDR,34,39.39%,58.03%,100.00%,35%,15%,1099,$110.99,$115.91,$113.93,$115.35,63.58,A,A-,A+,B,A-,B,C+,7.25,95.70%,85.93%,35.84,68.31%,0.44%
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,Bond,"$1,239,430,000","218,945",$22.39,false,false,false,false,0.22%,0.48%,6.94%,6.94%,17.02%,31.04%,$6.6996,$66.9072,$0.0,$410.34195,$957.88725,"$1,118.73375",Corporate Bonds,2014-09-17,0.10%,$0.54,2020-12-21,$0.04,2.43%,Monthly,0.75%,N/A,0.14,72.99%,1.08%,1.35%,1.45%,Invesco,272,11.21%,15.57%,38.25%,35%,15%,1099,$22.22,$22.38,$22.37,$22.40,74.03,A-,B+,B,B,B,B,B-,6.15,71.75%,59.15%,179.7,4.63%,3.22%
IYJ,iShares U.S. Industrials ETF,Equity,"$1,241,680,000","97,852",$97.10,false,false,false,false,0.29%,2.30%,17.21%,17.21%,36.92%,100.41%,$4.794145,$14.33919,$0.0,$135.374225,-$155.07719,$83.067392,Industrials Equities,2000-07-14,0.42%,$1.47,2020-12-14,$0.28,1.52%,Quarterly,10.23%,28.77,1.16,263.94%,9.85%,18.38%,18.34%,iShares,186,31.44%,41.10%,73.24%,35%,15%,1099,$95.15,$97.30,$96.47,$97.49,62.89,B+,B,B+,A,A,B,A,6.45,69.89%,68.34%,105.02,17.67%,1.95%
IYC,iShares US Consumer Services ETF,Equity,"$1,243,380,000","97,998",$70.50,false,false,false,false,1.32%,2.36%,24.41%,24.41%,61.23%,102.22%,$0.0,$34.72156,$0.0,$96.54497,$44.65045,-$412.167349,Large Cap Growth Equities,2000-06-28,0.42%,$1.08,2020-12-14,$0.14,1.54%,Quarterly,7.21%,27.53,1.10,183.71%,6.54%,15.46%,16.37%,iShares,136,51.29%,62.45%,85.69%,35%,15%,1099,$68.42,$70.58,$70.18,$70.69,67.85,B,B,C+,B+,B,B-,B,4.34,25.40%,16.35%,59.7,2.11%,0.59%
PULS,PGIM Ultra Short Bond ETF,Bond,"$1,223,800,000","141,188",$49.84,false,false,false,false,0.01%,0.10%,1.46%,1.46%,N/A,N/A,$0.0,$93.660563,$0.0,$435.123483,"$1,207.14005","$1,207.14005",Total Bond Market,2018-04-05,0.15%,$0.92,2020-12-29,$0.13,1.85%,Monthly,0.56%,N/A,0.07,19.94%,0.30%,0.35%,0.39%,PGIM Investments,314,26.91%,30.97%,52.22%,39%,20%,1099,$49.79,$49.86,N/A,N/A,66.53,C+,A-,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DBC,Invesco DB Commodity Index Tracking Fund,Commodity,"$1,330,930,000","1,479,417",$14.70,false,false,true,false,0.68%,5.15%,-7.84%,-7.84%,-8.93%,13.82%,$36.252797,$107.302388,$0.0,$39.749273,-$662.081749,-$824.102457,Commodities,2006-02-03,0.85%,$0.25,2019-12-23,$0.25,1.73%,N/A,1.30%,N/A,0.69,34.79%,10.28%,14.06%,15.22%,Invesco,7,100.01%,100.01%,100.01%,23%,23%,K-1,$13.90,$14.84,$14.61,$14.74,68.09,A+,C+,A-,B+,A,A,A,N/A,N/A,N/A,N/A,N/A,N/A
PXH,Invesco FTSE RAFI Emerging Markets ETF,Equity,"$1,202,730,000","491,454",$21.16,false,false,true,false,2.03%,3.66%,-1.93%,-1.93%,4.58%,76.02%,$0.0,$58.6869,$0.0,-$144.91325,$265.52115,$739.07405,Emerging Markets Equities,2007-09-27,0.50%,$0.70,2020-12-21,$0.07,3.32%,Quarterly,1.93%,11.14,0.92,49.71%,12.47%,18.31%,16.87%,Invesco,395,24.07%,30.88%,52.60%,35%,15%,1099,$20.30,$21.21,$21.05,$21.27,67.1,A-,B+,B,B-,A-,A-,A-,4.72,29.00%,26.35%,420.98,1.50%,4.36%
USFR,WisdomTree Bloomberg Floating Rate Treasury Fund,Bond,"$1,210,170,000","485,023",$25.10,false,false,false,false,-0.04%,-0.03%,0.55%,0.55%,4.64%,6.55%,-$37.656425,-$67.15723,$0.0,-$550.054523,"$1,207.20959","$1,207.21042",Government Bonds,2014-02-04,0.15%,$0.13,2020-12-21,$0.00,0.52%,Monthly,0.03%,N/A,-0.05,0.93%,0.50%,0.52%,0.54%,WisdomTree,5,99.99%,99.99%,99.99%,35%,15%,1099,$25.10,$25.11,N/A,N/A,46.97,A-,C,C,A-,C,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VIOO,Vanguard S&P Small-Cap 600 ETF,Equity,"$1,191,120,000","35,880",$167.77,false,false,false,false,-0.27%,5.85%,11.47%,11.47%,24.93%,76.94%,$4.15025,$8.094,$0.0,-$4.29075,$249.25275,$630.3665,Small Cap Blend Equities,2010-09-09,0.10%,$1.83,2020-12-22,$1.83,1.09%,Annually,18.82%,20.5,1.28,102.94%,15.47%,25.18%,23.10%,Vanguard,605,7.30%,9.66%,23.25%,35%,15%,1099,$159.77,$170.38,$166.72,$168.62,65.76,A-,A,C+,B-,B+,B+,B,4.11,18.20%,12.61%,96.75,3.31%,5.18%
IYG,iShares U.S. Financial Services ETF,Equity,"$1,192,800,000","176,943",$150.05,false,false,false,false,2.50%,4.82%,0.98%,0.98%,21.51%,79.63%,$7.362935,$7.192925,$0.0,-$124.172715,-$466.719325,-$179.595434,Financials Equities,2000-06-21,0.42%,$2.56,2020-12-30,$0.07,1.73%,Quarterly,15.21%,14.73,1.30,324.79%,12.85%,28.23%,24.81%,iShares,105,58.16%,68.74%,92.70%,35%,15%,1099,$141.38,$148.88,$148.91,$150.66,67.72,A-,B,A,B,B+,C,A-,6.89,56.54%,79.58%,5.24,0.00%,0.13%
NUGT,Direxion Daily Gold Miners Bull 2X Shares,Equity,"$1,135,210,000","2,794,800",$69.40,false,3x,false,false,0.19%,2.65%,-60.16%,-60.16%,-55.64%,-27.00%,-$13.70425,$33.91085,$0.0,$103.535747,-$91.195703,-$155.260595,Leveraged Equities,2020-04-01,1.23%,$0.14,2019-12-23,$0.14,0.20%,Quarterly,36.56%,20.95,1.71,324.56%,60.94%,78.40%,80.33%,Direxion,6,100.00%,100.00%,100.00%,35%,15%,1099,$64.32,$73.26,$67.95,$71.40,47.78,A,C,C,C,C+,C+,B+,5.72,62.07%,45.39%,398.43,2.12%,0.00%
AGGY,WisdomTree Barclays Yield Enhanced U.S. Aggregate Bond Fund,Bond,"$1,183,730,000","170,555",$53.69,false,false,false,false,0.26%,0.31%,5.67%,5.67%,16.09%,26.94%,$0.0,-$10.71218,$0.0,$115.61377,$831.11442,"$1,123.23036",Total Bond Market,2015-07-09,0.12%,$1.63,2020-12-21,$0.11,3.03%,Monthly,1.28%,N/A,0.08,0.55%,2.55%,3.51%,3.18%,WisdomTree,"2,838",16.27%,18.52%,26.76%,35%,15%,1099,$53.31,$53.64,$53.61,$53.73,57.9,B-,A-,N/A,B,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FREL,Fidelity MSCI Real Estate Index ETF,Real Estate,"$1,179,830,000","376,851",$25.38,false,false,false,false,1.28%,1.32%,-5.00%,-5.00%,16.82%,36.21%,$2.5021,$10.048295,$0.0,$278.996895,$764.725355,"$1,160.30207",Real Estate,2015-02-02,0.08%,$0.96,2020-12-18,$0.32,3.81%,Quarterly,2.26%,34.07,0.80,305.71%,15.63%,19.60%,20.52%,Fidelity,166,38.66%,47.71%,77.83%,35%,15%,1099,$24.70,$25.44,$25.06,$25.55,56.69,B+,A,B+,A-,A+,A-,A+,3.86,62.94%,10.02%,123.83,0.79%,11.92%
AOA,iShares Core Aggressive Allocation ETF,Multi-Asset,"$1,180,530,000","58,194",$64.18,false,false,false,false,0.94%,2.38%,12.82%,12.82%,27.43%,58.07%,$3.193335,$19.10839,$0.0,$23.066115,$203.024185,$384.872515,Diversified Portfolio,2008-11-04,0.25%,$1.10,2020-12-24,$0.42,1.71%,Quarterly,4.83%,21.8,0.78,162.78%,6.39%,12.56%,13.10%,iShares,9,100.00%,100.00%,100.00%,35%,15%,1099,$62.45,$64.29,$63.98,$64.38,67.23,A,A,B+,B,B+,B,B-,5.75,63.00%,46.21%,171.16,6.60%,4.37%
QQEW,First Trust NASDAQ 100 Equal Weight,Equity,"$1,163,770,000","86,258",$100.87,false,false,false,false,0.93%,3.41%,37.29%,37.29%,76.66%,135.84%,$9.99505,$9.09635,$0.0,-$5.33965,$196.7803,$84.7228,Large Cap Growth Equities,2006-04-25,0.60%,$0.35,2020-12-24,$0.09,0.35%,Quarterly,10.51%,32.43,1.07,203.37%,10.44%,17.65%,20.49%,First Trust,103,10.73%,15.91%,51.44%,35%,15%,1099,$96.92,$101.41,$100.38,$101.15,68.24,B+,C+,A-,B-,B,C+,B-,5.49,60.66%,39.52%,71.86,1.90%,11.07%
BSCK,Invesco BulletShares 2020 Corporate Bond ETF,Bond,"$1,170,740,000","466,039",$21.19,false,false,false,false,-0.07%,0.00%,1.01%,1.26%,5.76%,12.30%,$0.0,-$38.1762,$0.0,-$615.9873,$97.4055,$731.40945,Money Market,2012-03-28,0.10%,$0.31,2020-12-14,$0.01,1.48%,Monthly,0.17%,N/A,0.04,30.72%,0.59%,0.71%,0.86%,Invesco,1,100.00%,100.00%,100.00%,35%,15%,1099,$21.18,$21.20,N/A,N/A,48.26,A-,B+,C+,A,B+,C+,B+,N/A,N/A,N/A,N/A,N/A,N/A
IGOV,iShares International Treasury Bond ETF,Bond,"$1,161,410,000","194,229",$55.63,false,false,false,false,0.56%,1.39%,10.88%,10.88%,12.06%,25.70%,$0.0,$8.26977,$0.0,$227.638835,$198.83202,$507.578063,International Government Bonds,2009-01-21,0.35%,$0.00,2019-12-19,$0.12,0.00%,Monthly,2.02%,N/A,0.10,24.32%,4.36%,5.91%,5.64%,iShares,709,10.46%,12.50%,23.67%,35%,15%,1099,$54.63,$55.81,$55.57,$55.71,66.83,A,A,A-,A-,A+,A-,A,6.49,83.57%,69.46%,0.0,0.00%,0.00%
IBDP,iShares iBonds Dec 2024 Corporate ETF,Bond,"$1,144,910,000","161,357",$26.58,false,false,false,false,0.26%,0.36%,6.13%,6.13%,16.17%,27.29%,$11.916985,$68.794165,$0.0,$383.144595,$914.85206,"$1,072.240573",Corporate Bonds,2015-03-11,0.10%,$0.67,2020-12-17,$0.05,2.52%,Monthly,0.83%,N/A,0.14,67.54%,1.16%,1.93%,2.50%,iShares,471,7.61%,10.68%,27.20%,39%,20%,1099,$26.40,$26.57,$26.56,$26.60,65.78,B+,B+,B,B+,B+,B+,B,5.98,57.62%,53.23%,221.59,7.00%,3.37%
URTH,iShares MSCI World ETF,Equity,"$1,144,850,000","102,242",$112.41,false,false,false,false,0.87%,2.63%,15.78%,15.78%,35.77%,78.07%,$0.0,$0.0,$0.0,$111.86148,$386.69129,$590.674685,Large Cap Growth Equities,2012-01-10,0.24%,$1.71,2020-12-14,$0.79,1.52%,Semi-Annually,9.90%,22.19,0.97,205.37%,7.30%,15.13%,16.09%,iShares,"1,247",16.78%,19.99%,34.05%,35%,15%,1099,$109.05,$112.80,$112.09,$112.64,67.86,A-,B+,C+,B-,A-,A-,A,5.84,32.17%,49.09%,142.87,8.10%,5.85%
FUTY,Fidelity MSCI Utilities Index ETF,Equity,"$1,108,340,000","224,418",$40.58,false,false,false,false,2.24%,0.39%,-0.80%,-0.80%,29.28%,68.71%,$0.0,$0.09329,$0.0,$272.94288,$748.835645,$896.68089,Utilities Equities,2013-10-21,0.08%,$1.25,2020-12-18,$0.29,3.12%,Quarterly,2.79%,21.45,0.35,68.43%,13.48%,18.38%,17.41%,Fidelity,67,55.31%,67.94%,97.63%,35%,15%,1099,$39.39,$40.63,$40.14,$40.83,53.4,N/A,A+,N/A,N/A,N/A,A-,N/A,7.61,63.75%,90.51%,"2,476.73",62.98%,7.37%
IHF,iShares U.S. Healthcare Providers ETF,Equity,"$1,114,290,000","32,003",$234.68,false,false,false,false,1.30%,1.85%,17.67%,17.67%,57.73%,98.18%,$0.0,$11.74325,$0.0,$101.23267,$415.25836,$54.869048,Health & Biotech Equities,2006-05-05,0.43%,$1.25,2020-12-14,$0.28,0.54%,Quarterly,18.87%,19.9,0.90,90.18%,12.88%,21.37%,20.21%,iShares,59,72.31%,81.51%,99.11%,35%,15%,1099,$228.18,$234.63,$232.14,$236.08,61.09,B+,B+,A-,B,B+,B+,B,6.85,85.86%,78.84%,12.68,0.00%,0.07%
BAR,GraniteShares Gold Trust,Commodity,"$1,101,960,000","603,526",$18.89,false,false,false,false,1.07%,3.17%,25.02%,25.02%,44.96%,N/A,$5.5839,$5.5839,$0.0,$340.0114,$837.36582,$839.98472,Precious Metals,2017-08-31,0.17%,$0.00,N/A,N/A,0.00%,Annually,1.39%,N/A,0.10,87.58%,12.05%,16.94%,18.91%,GraniteShares,1,100.00%,100.00%,100.00%,39%,28%,1099,$18.12,$18.93,$18.82,$18.93,56.58,B-,A,N/A,B-,A-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IPAC,iShares Core MSCI Pacific ETF,Equity,"$1,110,320,000","45,114",$64.42,false,false,false,false,1.88%,2.84%,12.38%,12.38%,17.07%,53.74%,$0.0,$0.0,$0.0,-$76.05856,$103.04504,$179.38966,Asia Pacific Equities,2014-06-10,0.09%,$1.08,2020-12-14,$0.50,1.68%,Semi-Annually,5.23%,18.07,0.79,23.79%,8.73%,16.84%,14.52%,iShares,865,15.86%,19.99%,40.29%,35%,15%,1099,$61.92,$64.66,$64.26,$64.62,65.66,B+,A+,A-,A,A+,A-,N/A,6.57,68.57%,71.35%,124.11,7.39%,9.36%
FTC,First Trust Large Cap Growth AlphaDEX Fund,Equity,"$1,095,190,000","56,132",$96.64,false,false,true,false,-1.24%,4.83%,33.35%,33.35%,60.49%,104.29%,-$14.43185,-$24.0594,$0.0,-$238.87765,-$12.82165,-$175.8449,Large Cap Growth Equities,2007-05-08,0.61%,$0.39,2020-09-24,$0.04,0.40%,Quarterly,10.07%,35.12,1.03,216.63%,13.55%,22.67%,22.10%,First Trust,189,11.73%,16.79%,45.60%,35%,15%,1099,$91.42,$99.37,$96.12,$96.93,62.27,B+,C+,B-,B-,B-,B-,B,5.09,34.64%,31.79%,42.31,1.19%,7.67%
IVOO,Vanguard S&P Mid-Cap 400 ETF,Equity,"$1,085,310,000","37,608",$155.55,false,false,false,false,-0.40%,4.80%,13.61%,13.61%,27.10%,76.26%,$3.891,$0.12125,$0.0,-$20.82675,$51.634474,$364.074724,Small Cap Growth Equities,2010-09-09,0.10%,$1.91,2020-12-22,$0.78,1.23%,Quarterly,16.11%,25.2,1.20,71.99%,12.49%,19.85%,19.29%,Vanguard,402,7.17%,10.23%,26.78%,35%,15%,1099,$148.60,$157.49,$154.49,$156.36,65.93,B+,A,C+,B,A-,A,B+,4.65,48.89%,25.25%,152.89,4.91%,8.15%
